118,118,118,22,150,23,22,150,150,150,150,23,22,150,23,118,22,150,150,150,150,150,150,23,22,150,150,150,23,22,23,118,118,118,118,118,118,118,118
118,22,150,151,-1,149,151,-1,-1,-1,-1,149,151,-1,149,150,151,-1,-1,-1,-1,-1,-1,149,151,-1,-1,-1,149,151,149,150,150,150,150,23,118,118,118
118,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,150,23,118
22,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,71,72,70,71,40,39,71,72,-1,70,71,72,-1,70,71,72,-1,-1,-1,-1,-1,-1,-1,-1,149,23
119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,40,168,39,40,168,167,166,167,39,71,40,167,39,71,40,167,39,72,-1,-1,-1,-1,-1,-1,-1,-1,117
119,-1,-1,-1,-1,-1,-1,-1,70,71,72,102,168,168,168,167,103,166,167,103,167,168,103,103,166,166,166,103,166,39,71,71,72,-1,-1,-1,-1,-1,117
119,-1,-1,-1,-1,-1,-1,-1,102,167,39,40,168,167,103,168,166,167,166,168,166,166,167,103,168,167,166,166,168,103,167,7,136,-1,-1,-1,-1,-1,117
54,87,-1,-1,-1,-1,70,71,40,166,167,166,103,103,166,167,166,167,166,168,103,167,168,167,166,166,168,103,168,166,167,104,-1,-1,-1,-1,-1,-1,117
118,119,-1,-1,-1,-1,134,135,8,166,168,167,167,167,167,168,103,167,166,103,103,103,166,168,167,166,103,103,167,167,168,104,-1,-1,-1,-1,-1,-1,117
118,119,-1,-1,-1,-1,-1,70,40,166,166,166,167,103,167,166,166,103,103,168,167,103,168,168,168,167,168,168,168,166,103,104,-1,-1,-1,-1,-1,-1,117
22,151,-1,-1,-1,-1,-1,102,166,103,103,168,166,166,167,166,103,166,103,166,168,167,167,103,166,103,103,167,168,167,168,104,-1,-1,-1,-1,-1,85,55
119,-1,-1,-1,-1,-1,-1,102,103,166,166,167,103,168,103,167,166,168,167,167,166,103,168,103,103,167,167,167,168,168,167,39,72,-1,-1,-1,-1,117,118
119,-1,-1,-1,-1,-1,-1,134,8,167,167,166,167,167,166,103,167,166,166,103,166,166,103,103,103,168,168,168,103,166,168,166,104,-1,-1,-1,-1,117,118
54,87,-1,-1,-1,-1,-1,-1,134,8,168,167,168,166,168,103,103,103,167,103,167,167,166,167,167,168,167,168,168,167,7,135,136,-1,-1,-1,-1,149,23
118,119,-1,-1,-1,-1,-1,70,71,40,103,167,166,103,167,166,168,167,166,168,168,168,103,168,103,167,168,167,103,167,104,-1,-1,-1,-1,-1,-1,-1,117
118,119,-1,-1,-1,-1,-1,102,168,168,168,166,166,167,103,166,103,166,168,168,167,166,103,168,103,167,103,168,167,167,39,71,72,-1,-1,-1,-1,-1,117
22,151,-1,-1,-1,-1,-1,134,8,7,135,135,8,103,168,103,166,103,166,103,168,103,168,103,167,103,166,166,7,8,167,7,136,-1,-1,-1,-1,-1,117
119,-1,-1,-1,-1,-1,-1,-1,134,136,-1,-1,134,8,103,7,135,8,167,168,167,168,167,168,168,166,168,168,104,134,135,136,-1,-1,-1,-1,-1,85,55
54,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,135,136,-1,134,8,7,8,7,135,135,135,8,7,135,136,-1,-1,-1,-1,-1,85,86,86,55,118
118,54,86,86,86,87,-1,-1,85,86,86,86,87,-1,85,87,-1,-1,134,136,134,136,-1,-1,-1,134,136,-1,-1,-1,-1,85,86,86,55,118,118,118,118
118,118,118,118,118,54,86,86,55,118,118,118,54,87,117,54,86,86,87,-1,-1,-1,85,86,86,86,87,-1,-1,85,86,55,118,118,118,118,118,118,118
118,118,118,118,118,118,118,118,118,118,118,118,118,54,55,118,118,118,54,86,86,86,55,118,118,118,54,86,86,55,118,118,118,118,118,118,118,118,118
